matchPeriod,minute,eventName,TeamName
2H,86.45429881666666,Goal,Barcelona
2H,86.4566656,Goal,Legan\u00e9s
1H,5.757917466666667,Yellow_Card,Deportivo Alav\u00e9s
1H,29.86713586666667,Yellow_Card,Getafe
2H,46.533122850000005,Yellow_Card,Getafe
2H,47.29551416666666,Goal,Deportivo Alav\u00e9s
2H,47.35928013333333,Goal,Getafe
2H,48.91140911666666,Yellow_Card,Getafe
2H,63.94205886666667,Yellow_Card,Deportivo Alav\u00e9s
2H,74.65599115,Goal,Deportivo Alav\u00e9s
2H,74.71969683333333,Goal,Getafe
1H,6.339508133333334,Yellow_Card,Barcelona
1H,11.2330107,Yellow_Card,Valencia
1H,14.136168733333333,Goal,Barcelona
1H,14.181148566666666,Goal,Valencia
2H,50.65500135,Goal,Barcelona
2H,50.68972383333333,Goal,Valencia
2H,74.53139228333333,Yellow_Card,Valencia
2H,85.21014835,Yellow_Card,Barcelona
2H,86.1169226,Goal,Valencia
2H,86.15770408333333,Goal,Barcelona
1H,20.82456085,Goal,Real Sociedad
1H,20.855707133333333,Goal,Las Palmas
2H,78.5977971,Yellow_Card,Real Sociedad
2H,81.78313033333333,Yellow_Card,Real Sociedad
1H,28.3531177,Yellow_Card,Atl\u00e9tico Madrid
1H,32.37045625,Goal,Atl\u00e9tico Madrid
1H,32.4174961,Goal,Levante
1H,33.809745516666666,Yellow_Card,Levante
1H,40.183980483333336,Yellow_Card,Atl\u00e9tico Madrid
2H,47.90673078333334,Goal,Atl\u00e9tico Madrid
2H,47.93805556666667,Goal,Levante
2H,76.67655561666668,Goal,Atl\u00e9tico Madrid
2H,76.74329528333332,Goal,Levante
2H,58.58218015,Yellow_Card,Celta de Vigo
2H,62.492793633333335,Goal,Legan\u00e9s
2H,62.532151516666666,Goal,Celta de Vigo
2H,79.45673423333332,Yellow_Card,Celta de Vigo
2H,82.06272681666667,Yellow_Card,Legan\u00e9s
2H,86.61997051666667,Yellow_Card,Celta de Vigo
2H,87.52800051666667,Yellow_Card,Legan\u00e9s
2H,92.8039245,Yellow_Card,Legan\u00e9s
1H,39.45317015,Yellow_Card,Getafe
2H,51.6695831,Yellow_Card,Espanyol
2H,52.89907973333333,Goal,Getafe
2H,52.96968795,Goal,Espanyol
2H,55.75327,Yellow_Card,Espanyol
2H,57.7014931,Yellow_Card,Getafe
2H,85.0476205,Yellow_Card,Getafe
2H,90.71141453333334,Yellow_Card,Getafe
2H,91.41169076666667,Yellow_Card,Getafe
1H,5.239437366666667,Goal,Deportivo La Coru\u00f1a
1H,5.262325333333333,Goal,Athletic Club
1H,13.4927712,Goal,Deportivo La Coru\u00f1a
1H,13.51416115,Goal,Athletic Club
2H,46.4597669,Goal,Athletic Club
2H,46.49431911666667,Goal,Deportivo La Coru\u00f1a
2H,51.88059225000001,Goal,Deportivo La Coru\u00f1a
2H,51.904457699999995,Goal,Athletic Club
2H,60.07024296666667,Yellow_Card,Athletic Club
2H,70.6775639,Goal,Athletic Club
2H,70.73391225,Goal,Deportivo La Coru\u00f1a
2H,77.8459502,Yellow_Card,Deportivo La Coru\u00f1a
2H,91.47311578333333,Yellow_Card,Athletic Club
1H,6.132294400000001,Yellow_Card,Girona
1H,13.149006333333334,Yellow_Card,Girona
1H,35.653806483333334,Goal,Real Betis
1H,35.69234815,Goal,Girona
1H,41.70904293333333,Yellow_Card,Real Betis
2H,47.26844956666666,Yellow_Card,Real Betis
2H,48.541881616666664,Yellow_Card,Real Betis
2H,57.59043643333334,Yellow_Card,Real Betis
2H,78.84512286666666,Yellow_Card,Girona
2H,84.99518458333333,Yellow_Card,Girona
2H,88.688879,Yellow_Card,Real Betis
2H,92.36496263333333,Yellow_Card,Girona
2H,92.58960046666667,Yellow_Card,Girona
2H,93.54786720000001,Yellow_Card,Girona
1H,4.044732366666667,Goal,Deportivo Alav\u00e9s
1H,4.084729733333333,Goal,Eibar
1H,43.924749199999994,Yellow_Card,Eibar
2H,50.34627713333333,Yellow_Card,Deportivo Alav\u00e9s
2H,76.46407004999999,Yellow_Card,Eibar
1H,21.095893566666668,Yellow_Card,Villarreal
1H,35.14269915,Goal,Villarreal
1H,35.177743050000004,Goal,Sevilla
1H,36.55886233333333,Yellow_Card,Sevilla
2H,50.15701758333333,Yellow_Card,Sevilla
2H,54.16813868333334,Yellow_Card,Villarreal
2H,61.01579071666667,Yellow_Card,Sevilla
2H,67.15091266666667,Goal,Villarreal
2H,67.17492011666667,Goal,Sevilla
2H,77.73840095,Goal,Sevilla
2H,77.76629498333332,Goal,Villarreal
2H,81.10476408333334,Goal,Sevilla
2H,81.15355485,Goal,Villarreal
2H,86.77992396666667,Yellow_Card,Sevilla
1H,28.70986315,Goal,Real Madrid
1H,28.750100149999998,Goal,M\u00e1laga
1H,35.20122496666667,Yellow_Card,M\u00e1laga
2H,54.2600832,Yellow_Card,M\u00e1laga
2H,62.56507871666666,Goal,Real Madrid
2H,62.58518853333334,Goal,M\u00e1laga
2H,80.90422313333333,Yellow_Card,M\u00e1laga
2H,91.32502216666667,Yellow_Card,M\u00e1laga
2H,92.63268351666667,Goal,M\u00e1laga
2H,92.67075381666666,Goal,Real Madrid
1H,26.81993805,Goal,Real Sociedad
1H,26.88600285,Goal,Atl\u00e9tico Madrid
2H,79.04732064999999,Goal,Real Sociedad
2H,79.12109181666666,Goal,Atl\u00e9tico Madrid
2H,91.63473765,Goal,Real Sociedad
2H,91.68509788333334,Goal,Atl\u00e9tico Madrid
2H,92.17211635000001,Yellow_Card,Real Sociedad
1H,35.89363971666667,Yellow_Card,Levante
2H,91.43427086666668,Yellow_Card,M\u00e1laga
2H,92.4098409,Goal,Levante
2H,92.44919883333333,Goal,M\u00e1laga
2H,58.28531061666666,Goal,Girona
2H,58.36012231666667,Goal,Deportivo Alav\u00e9s
2H,79.5541385,Yellow_Card,Girona
2H,82.66775155,Yellow_Card,Deportivo Alav\u00e9s
2H,85.7878284,Goal,Girona
2H,85.83347330000001,Goal,Deportivo Alav\u00e9s
2H,87.94729021666667,Yellow_Card,Girona
2H,88.56052178333333,Yellow_Card,Deportivo Alav\u00e9s
2H,89.81879359999999,Goal,Deportivo Alav\u00e9s
2H,89.86970385,Goal,Girona
2H,91.03566425,Yellow_Card,Deportivo Alav\u00e9s
2H,93.45372139999999,Yellow_Card,Deportivo Alav\u00e9s
2H,94.4736078,Yellow_Card,Girona
2H,94.63716498333334,Yellow_Card,Girona
1H,31.96910371666667,Goal,Eibar
1H,31.99976118333333,Goal,Espanyol
1H,32.43139766666666,Yellow_Card,Espanyol
2H,50.441589300000004,Yellow_Card,Espanyol
2H,55.55747793333333,Yellow_Card,Espanyol
2H,56.8314556,Yellow_Card,Eibar
2H,93.24284301666667,Yellow_Card,Eibar
1H,32.24412625,Yellow_Card,Legan\u00e9s
1H,38.575398283333335,Yellow_Card,Villarreal
1H,41.6489353,Goal,Villarreal
1H,41.68700476666667,Goal,Legan\u00e9s
2H,54.85819226666666,Goal,Villarreal
2H,54.903662483333335,Goal,Legan\u00e9s
2H,81.84556446666667,Goal,Legan\u00e9s
2H,81.87822611666667,Goal,Villarreal
1H,10.409512233333334,Yellow_Card,Sevilla
2H,73.77279893333332,Yellow_Card,Sevilla
1H,35.530598733333335,Goal,Barcelona
1H,35.5558701,Goal,Celta de Vigo
1H,44.19258773333333,Goal,Celta de Vigo
1H,44.2166588,Goal,Barcelona
2H,55.43790103333333,Yellow_Card,Celta de Vigo
2H,63.141291949999996,Goal,Barcelona
2H,63.15599043333333,Goal,Celta de Vigo
2H,70.22658305,Red_Card,Barcelona
2H,77.50590103333334,Yellow_Card,Celta de Vigo
2H,81.50423998333335,Goal,Celta de Vigo
2H,81.54587216666667,Goal,Barcelona
2H,87.39939285,Yellow_Card,Celta de Vigo
1H,15.552147133333335,Goal,Getafe
1H,15.578880233333333,Goal,Valencia
2H,48.47677983333333,Goal,Getafe
2H,48.49732253333333,Goal,Valencia
2H,61.4241751,Yellow_Card,Getafe
2H,68.96365006666667,Goal,Valencia
2H,68.992523,Goal,Getafe
2H,69.80668121666666,Yellow_Card,Getafe
2H,70.35020809999999,Yellow_Card,Getafe
2H,73.22298663333333,Yellow_Card,Getafe
2H,77.56256173333333,Yellow_Card,Valencia
2H,85.19235155,Red_Card,Valencia
2H,86.20882055000001,Yellow_Card,Getafe
2H,88.6072537,Yellow_Card,Getafe
2H,92.51031576666665,Yellow_Card,Getafe
1H,13.04196765,Goal,Athletic Club
1H,13.0787699,Goal,Real Madrid
1H,38.47078656666667,Yellow_Card,Athletic Club
1H,45.085025566666665,Yellow_Card,Real Madrid
2H,60.44735715,Yellow_Card,Athletic Club
2H,83.50941218333334,Yellow_Card,Athletic Club
2H,86.47462768333332,Goal,Real Madrid
2H,86.51425853333333,Goal,Athletic Club
2H,88.14096045,Yellow_Card,Athletic Club
2H,91.90881308333334,Yellow_Card,Real Madrid
1H,31.62963236666667,Yellow_Card,Las Palmas
1H,34.389726683333336,Yellow_Card,Las Palmas
2H,64.67149866666666,Yellow_Card,Real Betis
2H,67.46833923333334,Yellow_Card,Las Palmas
2H,76.43051754999999,Yellow_Card,Real Betis
2H,86.64882845,Yellow_Card,Las Palmas
2H,93.51261841666667,Goal,Real Betis
2H,93.55262823333334,Goal,Las Palmas
2H,94.06825835,Yellow_Card,Real Betis
1H,41.91854456666667,Yellow_Card,Celta de Vigo
2H,58.212425700000004,Goal,Valencia
2H,58.228255516666664,Goal,Celta de Vigo
2H,61.974996149999996,Yellow_Card,Valencia
2H,62.83517616666666,Goal,Celta de Vigo
2H,62.86515581666667,Goal,Valencia
2H,89.2520146,Yellow_Card,Valencia
1H,7.570014333333334,Goal,Athletic Club
1H,7.61826295,Goal,Levante
1H,40.266274466666665,Yellow_Card,Athletic Club
1H,41.985196716666664,Goal,Levante
1H,42.032871666666665,Goal,Athletic Club
1H,44.009388566666665,Goal,Levante
1H,44.07051838333334,Goal,Athletic Club
1H,44.576467816666664,Yellow_Card,Levante
2H,52.19771086666666,Yellow_Card,Athletic Club
2H,54.59920715,Yellow_Card,Levante
2H,87.27734815,Yellow_Card,Athletic Club
2H,88.34615268333334,Yellow_Card,Levante
2H,89.56961665,Goal,Levante
2H,89.60203658333333,Goal,Athletic Club
1H,37.48158891666667,Yellow_Card,Espanyol
1H,42.15097303333334,Goal,Espanyol
1H,42.18162246666667,Goal,Girona
2H,47.47565935,Yellow_Card,Espanyol
2H,54.87551156666667,Goal,Espanyol
2H,54.919451816666665,Goal,Girona
2H,72.24162813333334,Yellow_Card,Girona
1H,22.022426033333332,Goal,Getafe
1H,22.084053649999998,Goal,Eibar
1H,26.59269415,Yellow_Card,Eibar
2H,52.289304300000005,Yellow_Card,Eibar
2H,57.05593058333333,Yellow_Card,Getafe
2H,76.7437537,Yellow_Card,Eibar
2H,87.78175651666666,Yellow_Card,Eibar
1H,25.60687211666667,Goal,Sevilla
1H,25.64935675,Goal,Real Madrid
1H,41.6298975,Yellow_Card,Sevilla
1H,44.200969416666666,Goal,Sevilla
1H,44.23679526666667,Goal,Real Madrid
2H,68.59621631666667,Yellow_Card,Sevilla
2H,82.84847616666666,Yellow_Card,Real Madrid
2H,83.42225191666667,Goal,Real Madrid
2H,86.60800348333333,Goal,Real Madrid
2H,86.64257776666668,Goal,Sevilla
2H,94.69488053333333,Yellow_Card,Sevilla
2H,94.9755931,Goal,Real Madrid
2H,94.99575961666666,Goal,Sevilla
1H,10.369722633333334,Goal,M\u00e1laga
1H,10.453840549999999,Goal,Real Sociedad
1H,25.842069716666668,Yellow_Card,M\u00e1laga
1H,29.689618316666667,Yellow_Card,M\u00e1laga
1H,34.71900076666667,Goal,M\u00e1laga
1H,34.74293203333333,Goal,Real Sociedad
1H,42.70455871666666,Yellow_Card,Real Sociedad
2H,63.70117785000001,Yellow_Card,M\u00e1laga
2H,67.3617523,Yellow_Card,M\u00e1laga
1H,10.2099729,Goal,Barcelona
1H,10.251532483333333,Goal,Villarreal
1H,15.847930333333332,Goal,Barcelona
1H,15.869363033333332,Goal,Villarreal
1H,43.6737912,Yellow_Card,Villarreal
1H,44.50232561666667,Goal,Barcelona
1H,44.5559626,Goal,Villarreal
2H,53.38636576666667,Goal,Villarreal
2H,53.401116916666666,Goal,Barcelona
2H,70.97952588333332,Yellow_Card,Villarreal
2H,81.09605995000001,Yellow_Card,Villarreal
2H,86.76536853333334,Goal,Barcelona
2H,86.79030511666667,Goal,Villarreal
2H,92.86631271666667,Goal,Barcelona
2H,92.903192,Goal,Villarreal
1H,25.298520066666665,Yellow_Card,Las Palmas
1H,38.26610621666667,Yellow_Card,Deportivo Alav\u00e9s
2H,48.03672666666667,Yellow_Card,Deportivo Alav\u00e9s
2H,50.28261991666667,Goal,Deportivo Alav\u00e9s
2H,50.31895823333333,Goal,Las Palmas
2H,72.2697058,Goal,Deportivo Alav\u00e9s
2H,72.29981575,Goal,Las Palmas
2H,78.61790859999999,Goal,Deportivo Alav\u00e9s
2H,78.64616846666667,Goal,Las Palmas
2H,89.63724876666666,Yellow_Card,Las Palmas
2H,90.38851985,Goal,Deportivo Alav\u00e9s
2H,90.43171633333333,Goal,Las Palmas
1H,26.184432883333333,Yellow_Card,Real Betis
2H,61.84434336666666,Yellow_Card,Real Betis
2H,87.09165841666666,Yellow_Card,Real Betis
2H,91.5252892,Yellow_Card,Real Betis
2H,91.57989401666667,Yellow_Card,Atl\u00e9tico Madrid
2H,91.67782199999999,Yellow_Card,Atl\u00e9tico Madrid
2H,91.74825873333333,Yellow_Card,Real Betis
1H,27.24742398333333,Yellow_Card,Deportivo La Coru\u00f1a
2H,89.32097658333333,Yellow_Card,Deportivo La Coru\u00f1a
1H,12.3641487,Goal,Villarreal
1H,12.393705133333333,Goal,Celta de Vigo
1H,33.244308266666664,Goal,Celta de Vigo
1H,33.24956606666667,Goal,Villarreal
1H,34.46170516666667,Goal,Villarreal
1H,34.50177248333333,Goal,Celta de Vigo
1H,37.098320083333334,Goal,Villarreal
1H,37.14320261666667,Goal,Celta de Vigo
2H,54.97297275,Yellow_Card,Villarreal
2H,63.92393725,Yellow_Card,Villarreal
2H,92.35336018333334,Goal,Villarreal
2H,92.40484646666667,Goal,Celta de Vigo
1H,6.693375766666666,Goal,Barcelona
1H,6.7247402,Goal,Deportivo La Coru\u00f1a
1H,19.32939175,Yellow_Card,Deportivo La Coru\u00f1a
1H,37.41408811666667,Goal,Barcelona
1H,37.43970065,Goal,Deportivo La Coru\u00f1a
1H,39.53206838333333,Goal,Deportivo La Coru\u00f1a
1H,39.57742693333333,Goal,Barcelona
2H,57.1137965,Yellow_Card,Barcelona
2H,63.080199316666665,Goal,Deportivo La Coru\u00f1a
2H,63.117866283333335,Goal,Barcelona
2H,81.22953225,Goal,Barcelona
2H,81.2583334,Goal,Deportivo La Coru\u00f1a
2H,84.77496828333332,Goal,Barcelona
2H,84.79682403333334,Goal,Deportivo La Coru\u00f1a
1H,14.8388704,Yellow_Card,Eibar
1H,43.37978951666666,Yellow_Card,Valencia
2H,77.36470983333334,Yellow_Card,Valencia
2H,81.84153653333333,Yellow_Card,Eibar
2H,90.04964033333334,Yellow_Card,Eibar
1H,7.800558833333334,Goal,Real Madrid
1H,7.854544566666667,Goal,Legan\u00e9s
1H,44.78319443333333,Goal,Real Madrid
1H,44.83653246666667,Goal,Legan\u00e9s
2H,65.31887400000001,Goal,Legan\u00e9s
2H,65.35922445,Goal,Real Madrid
2H,72.13424496666667,Yellow_Card,Legan\u00e9s
2H,92.38843301666668,Red_Card,Legan\u00e9s
1H,17.317543716666666,Goal,Getafe
1H,17.354620533333332,Goal,Girona
1H,33.42161733333333,Yellow_Card,Getafe
1H,34.008139183333334,Yellow_Card,Girona
1H,38.840698966666665,Yellow_Card,Girona
1H,41.20045806666667,Yellow_Card,Getafe
1H,42.74172028333333,Red_Card,Getafe
1H,44.706270233333335,Goal,Girona
1H,44.72895128333334,Goal,Getafe
2H,46.10438461666667,Yellow_Card,Girona
2H,61.21359675000001,Yellow_Card,Getafe
2H,71.53111723333333,Yellow_Card,Girona
2H,72.97832006666665,Yellow_Card,Getafe
2H,75.54012033333333,Yellow_Card,Getafe
2H,85.60885838333334,Yellow_Card,Getafe
1H,9.272926183333334,Yellow_Card,M\u00e1laga
1H,19.5843018,Goal,M\u00e1laga
1H,19.624438766666668,Goal,Real Betis
1H,23.97311553333333,Goal,Real Betis
1H,24.007926899999998,Goal,M\u00e1laga
2H,61.463676416666665,Yellow_Card,Real Betis
2H,72.16341595,Goal,Real Betis
2H,72.18147828333333,Goal,M\u00e1laga
2H,74.29530203333334,Yellow_Card,M\u00e1laga
2H,79.88042171666666,Yellow_Card,M\u00e1laga
2H,93.8121916,Yellow_Card,M\u00e1laga
1H,12.061161349999999,Yellow_Card,Athletic Club
1H,14.445818599999999,Goal,Athletic Club
1H,23.71578411666667,Yellow_Card,Athletic Club
1H,25.06107025,Yellow_Card,Real Sociedad
1H,36.02384133333333,Goal,Real Sociedad
1H,36.072248316666666,Goal,Athletic Club
2H,53.18118396666667,Goal,Athletic Club
2H,58.25917878333333,Yellow_Card,Real Sociedad
2H,58.838505749999996,Goal,Athletic Club
2H,58.89122476666667,Goal,Real Sociedad
2H,80.11869521666668,Yellow_Card,Athletic Club
2H,83.34246736666668,Yellow_Card,Athletic Club
2H,84.834843,Red_Card,Real Sociedad
2H,85.3911501,Yellow_Card,Real Sociedad
2H,85.41519596666667,Yellow_Card,Athletic Club
1H,10.224161533333334,Goal,Levante
1H,10.267158433333332,Goal,Sevilla
1H,15.381049733333334,Goal,Sevilla
1H,15.416373916666664,Goal,Levante
2H,73.26418108333334,Goal,Levante
2H,73.29889525,Goal,Sevilla
2H,80.04267661666665,Yellow_Card,Levante
2H,86.59349251666666,Yellow_Card,Sevilla
1H,16.593207716666665,Yellow_Card,Deportivo Alav\u00e9s
1H,19.67148435,Yellow_Card,Deportivo Alav\u00e9s
1H,33.657235033333336,Yellow_Card,Atl\u00e9tico Madrid
1H,43.89402336666667,Yellow_Card,Deportivo Alav\u00e9s
1H,44.01831871666666,Yellow_Card,Atl\u00e9tico Madrid
2H,67.87074726666667,Yellow_Card,Atl\u00e9tico Madrid
2H,76.54990568333332,Yellow_Card,Deportivo Alav\u00e9s
2H,77.69349919999999,Goal,Atl\u00e9tico Madrid
2H,77.72616955000001,Goal,Deportivo Alav\u00e9s
2H,90.47610038333335,Yellow_Card,Atl\u00e9tico Madrid
2H,94.1856783,Yellow_Card,Atl\u00e9tico Madrid
1H,21.13064755,Yellow_Card,Espanyol
1H,24.399085133333333,Yellow_Card,Espanyol
1H,26.50871485,Yellow_Card,Las Palmas
1H,28.59676595,Goal,Las Palmas
1H,28.6575913,Goal,Espanyol
1H,34.596403200000005,Yellow_Card,Las Palmas
2H,75.61406033333333,Goal,Espanyol
2H,75.62995325,Goal,Las Palmas
2H,78.93188426666667,Yellow_Card,Las Palmas
2H,91.81658211666667,Yellow_Card,Las Palmas
1H,43.68418271666667,Yellow_Card,Getafe
2H,84.34296814999999,Yellow_Card,Getafe
2H,87.37136893333333,Goal,Getafe
2H,87.40532006666668,Goal,Las Palmas
2H,52.795577116666664,Goal,Atl\u00e9tico Madrid
2H,60.85583426666667,Yellow_Card,Espanyol
2H,60.86706196666667,Yellow_Card,Espanyol
2H,73.38124418333334,Yellow_Card,Espanyol
2H,76.40983788333332,Goal,Espanyol
2H,76.44321651666667,Goal,Atl\u00e9tico Madrid
2H,90.33013228333333,Yellow_Card,Atl\u00e9tico Madrid
1H,18.294698349999997,Yellow_Card,Legan\u00e9s
1H,34.24413408333333,Yellow_Card,Levante
1H,39.87036321666667,Yellow_Card,Legan\u00e9s
2H,54.791573383333336,Goal,Levante
2H,54.84519683333333,Goal,Legan\u00e9s
2H,57.20649031666667,Red_Card,Legan\u00e9s
2H,58.88101628333333,Goal,Levante
2H,58.92230438333333,Goal,Legan\u00e9s
2H,60.435619583333335,Yellow_Card,Legan\u00e9s
2H,73.61427831666667,Yellow_Card,Legan\u00e9s
2H,77.16097175,Goal,Levante
2H,77.21341228333334,Goal,Legan\u00e9s
2H,78.56145991666668,Yellow_Card,Legan\u00e9s
1H,10.05162255,Yellow_Card,Villarreal
1H,20.502530850000003,Yellow_Card,Valencia
1H,28.690057933333332,Yellow_Card,Villarreal
1H,33.63101895,Yellow_Card,Villarreal
1H,42.82401596666667,Yellow_Card,Valencia
2H,59.667804450000006,Yellow_Card,Valencia
2H,83.62768923333333,Yellow_Card,Villarreal
2H,85.86031106666667,Goal,Villarreal
2H,85.90936454999999,Goal,Valencia
2H,91.89428843333334,Yellow_Card,Villarreal
1H,5.804667683333334,Yellow_Card,Deportivo La Coru\u00f1a
1H,12.329140983333334,Goal,Celta de Vigo
1H,12.363738416666667,Goal,Deportivo La Coru\u00f1a
2H,53.2633846,Yellow_Card,Celta de Vigo
2H,55.25906036666667,Yellow_Card,Deportivo La Coru\u00f1a
2H,55.50046281666666,Yellow_Card,Celta de Vigo
2H,65.59556356666667,Yellow_Card,Celta de Vigo
2H,70.72547961666668,Yellow_Card,Celta de Vigo
2H,90.22617213333334,Goal,Deportivo La Coru\u00f1a
2H,90.26617005,Goal,Celta de Vigo
1H,27.0284047,Yellow_Card,Real Betis
2H,75.53676565,Goal,Athletic Club
2H,75.5827537,Goal,Real Betis
2H,91.84623436666666,Goal,Athletic Club
2H,91.9065117,Goal,Real Betis
2H,92.32354208333334,Yellow_Card,Real Betis
1H,8.448422916666667,Goal,Eibar
1H,8.470113933333332,Goal,Girona
1H,37.30187073333333,Goal,Eibar
1H,37.3210835,Goal,Girona
1H,42.27830553333333,Yellow_Card,Girona
2H,54.84221265,Goal,Girona
2H,54.87617818333333,Goal,Eibar
2H,57.528689916666664,Yellow_Card,Eibar
2H,61.56218869999999,Yellow_Card,Eibar
2H,65.34865048333333,Yellow_Card,Eibar
2H,68.98190973333334,Yellow_Card,Eibar
2H,74.65872541666666,Yellow_Card,Eibar
2H,79.62029646666667,Goal,Eibar
2H,79.69204188333333,Goal,Girona
2H,81.36370115,Yellow_Card,Girona
2H,88.809506,Goal,Eibar
2H,88.8480995,Goal,Girona
1H,31.586908499999996,Yellow_Card,Sevilla
2H,46.648646766666666,Goal,Sevilla
2H,46.67251481666666,Goal,Real Sociedad
2H,53.1061662,Yellow_Card,Real Sociedad
2H,69.92324430000001,Yellow_Card,Sevilla
2H,86.811116,Yellow_Card,Sevilla
2H,92.23294525,Yellow_Card,Sevilla
2H,93.97858801666666,Yellow_Card,Real Sociedad
1H,2.1390923166666664,Goal,Deportivo Alav\u00e9s
1H,2.1506289499999998,Goal,M\u00e1laga
1H,33.635137216666664,Yellow_Card,Deportivo Alav\u00e9s
2H,59.9850913,Yellow_Card,M\u00e1laga
2H,67.10493123333333,Goal,Deportivo Alav\u00e9s
2H,67.12735113333333,Goal,M\u00e1laga
2H,69.3836526,Goal,Deportivo Alav\u00e9s
2H,69.39276455,Goal,M\u00e1laga
2H,78.69800061666666,Yellow_Card,M\u00e1laga
1H,9.4004081,Goal,Barcelona
1H,9.418394766666667,Goal,Real Madrid
1H,11.910530483333334,Yellow_Card,Real Madrid
1H,14.037718566666666,Goal,Real Madrid
1H,14.05371545,Goal,Barcelona
1H,30.662144583333333,Yellow_Card,Real Madrid
1H,43.299786266666665,Yellow_Card,Barcelona
1H,43.32108506666667,Yellow_Card,Real Madrid
1H,44.11450133333334,Yellow_Card,Barcelona
1H,47.053648566666666,Red_Card,Barcelona
2H,51.863543916666664,Goal,Barcelona
2H,51.89400705,Goal,Real Madrid
2H,71.8960694,Goal,Real Madrid
2H,71.93275466666667,Goal,Barcelona
2H,76.00992528333333,Yellow_Card,Real Madrid
2H,76.15996303333333,Yellow_Card,Real Madrid
2H,84.88010075,Yellow_Card,Barcelona
1H,28.827532366666667,Yellow_Card,Valencia
1H,33.07497846666667,Yellow_Card,Girona
2H,59.0679754,Yellow_Card,Valencia
2H,60.75635638333333,Goal,Valencia
2H,60.79158158333333,Goal,Girona
2H,75.44005186666666,Yellow_Card,Valencia
2H,89.54675401666667,Yellow_Card,Girona
1H,26.78147635,Yellow_Card,Athletic Club
1H,31.154770916666667,Yellow_Card,Deportivo Alav\u00e9s
1H,33.9043523,Yellow_Card,Athletic Club
1H,34.23876763333333,Yellow_Card,Deportivo Alav\u00e9s
1H,42.69668373333333,Goal,Deportivo Alav\u00e9s
1H,42.74305961666666,Goal,Athletic Club
2H,57.986699216666665,Yellow_Card,Athletic Club
2H,59.27530515,Goal,Deportivo Alav\u00e9s
2H,59.3327661,Goal,Athletic Club
2H,72.34397658333334,Yellow_Card,Athletic Club
2H,76.67135686666667,Goal,Deportivo Alav\u00e9s
2H,76.69792888333333,Goal,Athletic Club
2H,78.39008406666667,Goal,Athletic Club
2H,78.43741745,Goal,Deportivo Alav\u00e9s
2H,92.4710295,Yellow_Card,Athletic Club
1H,7.573443150000001,Goal,Espanyol
1H,7.6422884333333325,Goal,M\u00e1laga
1H,26.121567033333335,Goal,Espanyol
1H,26.157066083333333,Goal,M\u00e1laga
1H,29.269016616666665,Goal,Espanyol
1H,29.321916816666665,Goal,M\u00e1laga
1H,38.87739765,Goal,M\u00e1laga
1H,38.90007868333333,Goal,Espanyol
2H,66.76686633333334,Yellow_Card,M\u00e1laga
2H,72.32804906666667,Yellow_Card,M\u00e1laga
2H,78.03588735,Goal,Espanyol
2H,78.10018648333333,Goal,M\u00e1laga
1H,1.0774635666666663,Goal,Villarreal
1H,1.1254671666666667,Goal,Deportivo La Coru\u00f1a
1H,21.713521566666667,Yellow_Card,Deportivo La Coru\u00f1a
1H,30.251559083333333,Goal,Villarreal
1H,30.280623583333334,Goal,Deportivo La Coru\u00f1a
1H,44.37183256666666,Goal,Villarreal
1H,44.40117096666667,Goal,Deportivo La Coru\u00f1a
2H,57.70673725,Goal,Deportivo La Coru\u00f1a
2H,57.70859491666667,Goal,Villarreal
2H,61.09451353333333,Yellow_Card,Deportivo La Coru\u00f1a
2H,73.99806958333333,Yellow_Card,Deportivo La Coru\u00f1a
2H,87.30142986666667,Goal,Deportivo La Coru\u00f1a
2H,87.32102888333334,Goal,Villarreal
2H,91.71794369999999,Goal,Villarreal
2H,91.75822283333333,Goal,Deportivo La Coru\u00f1a
1H,13.317762916666668,Goal,Real Madrid
1H,13.336258466666667,Goal,Celta de Vigo
1H,29.39386335,Goal,Real Madrid
1H,29.441668766666666,Goal,Celta de Vigo
1H,31.75479645,Goal,Real Madrid
1H,31.79836176666667,Goal,Celta de Vigo
2H,51.45133835,Goal,Real Madrid
2H,51.503003533333334,Goal,Celta de Vigo
2H,73.62108661666666,Goal,Celta de Vigo
2H,80.29575431666667,Goal,Real Madrid
2H,80.3547313,Goal,Celta de Vigo
2H,83.69309968333334,Yellow_Card,Celta de Vigo
1H,7.8201682166666675,Goal,Atl\u00e9tico Madrid
1H,7.861933633333333,Goal,Getafe
1H,31.54192533333333,Yellow_Card,Getafe
1H,35.28049518333333,Yellow_Card,Atl\u00e9tico Madrid
2H,48.358986533333336,Yellow_Card,Atl\u00e9tico Madrid
2H,54.802266,Yellow_Card,Getafe
2H,90.74283855,Yellow_Card,Getafe
1H,4.296804166666666,Goal,Real Betis
1H,4.341015100000001,Goal,Sevilla
1H,16.645594666666668,Yellow_Card,Real Betis
1H,19.81014951666667,Yellow_Card,Sevilla
1H,22.9397125,Yellow_Card,Sevilla
2H,56.88893276666667,Goal,Sevilla
2H,56.93538586666667,Goal,Real Betis
2H,70.3191987,Yellow_Card,Sevilla
2H,78.03929091666667,Goal,Sevilla
2H,78.07215178333333,Goal,Real Betis
2H,80.79940228333334,Goal,Real Betis
2H,80.82379331666667,Goal,Sevilla
2H,89.45757615000001,Yellow_Card,Sevilla
